City,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description
Kolkata,2011-04-21,36,23,29,46.3,23,32.8,23.7,74.3,27.7,171.8,,51,3,2011-04-21 05:11:56,2011-04-21 17:59:02,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
Kolkata,2011-04-22,32.1,24,27.5,36.9,24,30.2,23.2,78.2,14.8,207.3,,57.4,3.1,2011-04-22 05:11:09,2011-04-22 17:59:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-04-23,35,25,29.6,39.3,25,32.9,23,69.9,16.6,192.5,,45.8,3.3,2011-04-23 05:10:21,2011-04-23 17:59:50,0.67,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-04-24,35,26,29.7,39.5,26,33,22.8,67.6,24.1,177.5,,40.5,4.1,2011-04-24 05:09:35,2011-04-24 18:00:14,0.72,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-04-25,34,22,27.5,39.3,22,29.6,22.1,73.7,22.3,168.8,,44.4,3.6,2011-04-25 05:08:49,2011-04-25 18:00:38,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-04-26,31,22,27.2,31.9,22,28.1,19.6,64.9,18.4,143.2,,46.8,4,2011-04-26 05:08:04,2011-04-26 18:01:03,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-04-27,34.4,23.5,27.7,37,23.5,29.2,22.4,74.7,13,96.3,,42.9,3.2,2011-04-27 05:07:20,2011-04-27 18:01:27,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Kolkata,2011-04-28,34.1,23,27.5,38.4,23,28.8,21.2,70.1,22.3,52.9,,24.3,3.1,2011-04-28 05:06:36,2011-04-28 18:01:52,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-04-29,34,23,29,40.6,23,32.6,23.4,73.5,18.4,94.2,,24.9,2.9,2011-04-29 05:05:54,2011-04-29 18:02:17,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Kolkata,2011-04-30,36,27,30.3,43.8,29.6,35,23.7,69.6,22.3,148.5,,47.6,3.6,2011-04-30 05:05:12,2011-04-30 18:02:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Kolkata,2011-05-01,35,27,30.2,43.3,28.5,35.4,24.2,71.2,27.7,194.3,,39.7,3.7,2011-05-01 05:04:31,2011-05-01 18:03:08,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-02,35.1,24,29.4,42,24,33,22.7,68.3,29.5,156.3,,43.2,3.7,2011-05-02 05:03:51,2011-05-02 18:03:34,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-03,35,23,28.9,48.7,23,33.9,24.2,77,42.5,186.4,,41.6,3.8,2011-05-03 05:03:11,2011-05-03 18:04:00,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-04,30,25,27.1,37.4,25,29.1,22.6,77,22.3,174.3,,57.2,3.1,2011-05-04 05:02:33,2011-05-04 18:04:26,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-05,34.1,24,28.9,38.4,24,31.7,22.4,69.5,14.8,161.3,,44.7,3.3,2011-05-05 05:01:56,2011-05-05 18:04:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-06,35,26,29.9,43.3,26,35.1,24.6,74.1,14.8,104.2,,41.7,3.3,2011-05-06 05:01:19,2011-05-06 18:05:18,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-05-07,36,25,29.9,43.5,25,34.5,24.4,74.4,18.4,145.2,,34.6,3.3,2011-05-07 05:00:44,2011-05-07 18:05:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-08,33.1,25,29.1,38.2,25,32.2,23.1,71.5,16.6,205.3,,42.2,3,2011-05-08 05:00:09,2011-05-08 18:06:11,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-05-09,37,26,31.3,49.5,26,37.7,24.7,69.1,24.1,190.4,,27.7,3,2011-05-09 04:59:36,2011-05-09 18:06:38,0.18,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-05-10,38,29,32.3,49,34.1,40.7,25.8,69.2,22.3,170,,39.3,3.4,2011-05-10 04:59:03,2011-05-10 18:07:05,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Kolkata,2011-05-11,34,26,29.8,44.1,26,35.8,24.8,75.6,37.1,161.7,,52.6,2.9,2011-05-11 04:58:32,2011-05-11 18:07:32,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-12,36,26,30.8,48.7,26,38,25.1,72.1,22.3,147.5,,46.8,3.1,2011-05-12 04:58:01,2011-05-12 18:07:59,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-13,36,27,31.3,51,29.6,40.1,26.1,74.7,20.5,160.8,,51.1,3.4,2011-05-13 04:57:32,2011-05-13 18:08:27,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-14,37,26,29.8,47.6,26,35.1,24.4,74.2,27.7,140.4,,38.9,3.6,2011-05-14 04:57:03,2011-05-14 18:08:54,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-15,38,29,32.3,49.5,35.6,42,26.7,73.6,22.3,176.7,,39.7,3.8,2011-05-15 04:56:36,2011-05-15 18:09:22,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-05-16,37,28,31.9,53.9,33.6,41.9,26.9,75.7,22.3,177.8,,39.6,3.7,2011-05-16 04:56:10,2011-05-16 18:09:49,0.49,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-05-17,36,28,31.7,48.7,32.7,41,26.4,73.8,20.5,180,1008.4,39.4,3.6,2011-05-17 04:55:44,2011-05-17 18:10:16,0.5,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-05-18,35,29,30.5,47.9,33.6,38.6,26.2,78.2,22.3,182.9,,43,3.2,2011-05-18 04:55:20,2011-05-18 18:10:44,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-19,31.7,23,24.7,39.7,23,25.5,22.2,86.5,33.5,159.1,,80.4,2.7,2011-05-19 04:54:57,2011-05-19 18:11:11,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-20,32,24,28,36.8,24,30.9,23.2,76.3,18.4,173.5,,49.1,3.1,2011-05-20 04:54:35,2011-05-20 18:11:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-05-21,34.1,24,29.4,44.1,24,35,25.2,79.2,27.7,200.9,,46.7,3.4,2011-05-21 04:54:15,2011-05-21 18:12:06,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-22,36,25,30.2,46.3,25,36.2,25,74.5,18.4,201.3,,43.6,3,2011-05-22 04:53:55,2011-05-22 18:12:34,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-23,37.1,27.7,31.7,46.7,33.1,39.5,25.8,72.4,20.5,198.2,,52.4,3.3,2011-05-23 04:53:37,2011-05-23 18:13:01,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-05-24,33,28,30.1,44.3,31.9,36.3,24.9,74.3,22.3,183.3,,58,3.1,2011-05-24 04:53:19,2011-05-24 18:13:28,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-25,35,27,30.8,46.7,30.1,38.5,25.8,75.2,22.3,169.6,,46.7,3.6,2011-05-25 04:53:03,2011-05-25 18:13:55,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-26,36,25,29.1,46.3,25,33.3,24.4,76.6,25.9,120,,56.3,3.3,2011-05-26 04:52:48,2011-05-26 18:14:22,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-05-27,35,26,30.3,43.3,26,36.3,25,74,13,101.3,1004.8,33.1,3.9,2011-05-27 04:52:34,2011-05-27 18:14:49,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-28,35,26.9,30.5,43.3,30.8,37,25.3,74.9,14.8,106.3,1002.5,35.7,3.9,2011-05-28 04:52:21,2011-05-28 18:15:15,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Kolkata,2011-05-29,35,27,30.8,44.9,30.6,38.1,25.8,75.3,14.8,91.7,1003.5,35,3.3,2011-05-29 04:52:09,2011-05-29 18:15:42,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-30,34,26,29.9,43.5,26,36.4,25.6,78.3,22.3,135,1002.6,49.4,3.1,2011-05-30 04:51:59,2011-05-30 18:16:08,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-05-31,36,26,29.8,51,26,37.1,26.3,82.7,33.5,168.4,,47.8,2.3,2011-05-31 04:51:49,2011-05-31 18:16:33,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-01,35,25,30.4,44.9,25,36,25,74,18.4,168.3,,53.9,3,2011-06-01 04:51:41,2011-06-01 18:16:59,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-06-02,36,28,31.2,48.1,33.6,39.3,26,74.7,27.7,200.4,1003.4,50.7,3.3,2011-06-02 04:51:34,2011-06-02 18:17:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Kolkata,2011-06-03,36,28,31.3,48.1,32.7,39,25.7,72.8,22.3,167.9,1004.4,48.1,3.3,2011-06-03 04:51:28,2011-06-03 18:17:49,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Kolkata,2011-06-04,37,27,31.8,51.5,30.6,40.9,26.5,74.8,22.3,193.3,,43.4,3.4,2011-06-04 04:51:23,2011-06-04 18:18:13,0.04,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-06-05,36,28,31.1,48.7,32.7,39.1,25.9,74.1,22.3,182.1,1003,45.8,3.5,2011-06-05 04:51:19,2011-06-05 18:18:37,0.07,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-06-06,36,27,31.7,46.7,30.6,40.4,26.3,74.2,18.4,146.7,,34.1,3.8,2011-06-06 04:51:17,2011-06-06 18:19:01,0.11,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-06-07,36,29,31.8,48.1,36.2,40.3,26.2,73.3,18.4,112.1,,35.5,4.3,2011-06-07 04:51:15,2011-06-07 18:19:24,0.16,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-06-08,36,28,31.6,46.7,33.6,39.8,26.1,73.7,13,82.5,,52.8,3.9,2011-06-08 04:51:14,2011-06-08 18:19:46,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Kolkata,2011-06-09,37,28,31.6,46.7,33.6,39.4,25.8,72.7,11.2,180.4,,45.3,3.7,2011-06-09 04:51:15,2011-06-09 18:20:08,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-06-10,37,29,32.6,49.5,32.7,40.5,25.3,65.8,18.4,235.8,,38.8,4.2,2011-06-10 04:51:17,2011-06-10 18:20:30,0.33,Partially cloudy,Partly cloudy throughout the day.
Kolkata,2011-06-11,37,27,30.7,47.6,30.1,38,25.8,76.3,27.7,175.4,,56.9,3.5,2011-06-11 04:51:19,2011-06-11 18:20:51,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-06-12,35,27,30.2,51,30.6,38.1,26.3,80.5,18.4,117.9,,41.8,3.2,2011-06-12 04:51:23,2011-06-12 18:21:11,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-13,36,27,31.3,49.5,30.6,39.1,25.8,73.3,18.4,113.8,,41.6,4.3,2011-06-13 04:51:27,2011-06-13 18:21:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-06-14,34,27,29.7,43.5,30.6,36.2,25.6,79.3,22.3,87.5,,48.6,4.4,2011-06-14 04:51:33,2011-06-14 18:21:50,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-06-15,33.1,27,28.5,40.6,30.2,34.6,26.1,87.4,18.4,112.6,,83.2,3.4,2011-06-15 04:51:40,2011-06-15 18:22:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-16,29.2,26,27.4,35.5,26,31.7,25.7,90.6,29.5,251.9,,80.6,2.5,2011-06-16 04:51:47,2011-06-16 18:22:26,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-17,26.5,26,26,26.5,26,26,25,94.3,33.5,260.6,992.6,97,2,2011-06-17 04:51:56,2011-06-17 18:22:42,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-18,29,26,27.3,35.6,26,30.8,26,92.9,29.5,175,994.6,92.6,2.7,2011-06-18 04:52:05,2011-06-18 18:22:58,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-19,30.9,27,28.1,39.7,31.2,33.8,26.2,89.5,34.9,167.1,994.2,88.6,2.9,2011-06-19 04:52:15,2011-06-19 18:23:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-20,33,26,28,47.9,26,33.2,26,88.9,23.4,129.1,,76.2,2.8,2011-06-20 04:52:26,2011-06-20 18:23:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-21,29,26,27.9,36.8,26,33,25.8,88.5,14.8,134.2,,76,2.8,2011-06-21 04:52:38,2011-06-21 18:23:42,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Kolkata,2011-06-22,32,26,28,44.1,26,33.2,26.2,90.2,22.3,147.9,,74.5,3,2011-06-22 04:52:51,2011-06-22 18:23:55,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Kolkata,2011-06-23,33,27,29.8,44.3,31.2,38.1,27,85.2,15.8,169.2,998.4,66.5,3.1,2011-06-23 04:53:05,2011-06-23 18:24:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-24,36,27,30.4,51.2,30.6,39.5,27,83,20.5,164.2,,71.1,2.8,2011-06-24 04:53:19,2011-06-24 18:24:18,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-25,33,27,29.1,43.8,30.6,35.5,25.9,83.5,14.8,127.1,997.7,89.3,2.9,2011-06-25 04:53:35,2011-06-25 18:24:28,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-26,30,27,28.5,40.4,30.6,35,26.3,88.4,14.8,111.7,997.8,82.5,2.7,2011-06-26 04:53:50,2011-06-26 18:24:37,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-27,32,27,28.7,40.6,31.2,34.9,26.1,86,16.2,168.1,,74.6,3,2011-06-27 04:54:07,2011-06-27 18:24:45,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-28,32,27,28.2,44.1,31.2,34.5,26.5,90.8,11.2,146,999.2,87.4,2.8,2011-06-28 04:54:24,2011-06-28 18:24:52,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-29,28,26,27.5,34.5,26,32.7,26.4,93.6,11.2,140.4,1001,82.5,2.8,2011-06-29 04:54:42,2011-06-29 18:24:58,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Kolkata,2011-06-30,33,27,29.2,47.9,31.2,37.3,27.1,88.5,14.8,213.6,1000.7,77.3,3,2011-06-30 04:55:01,2011-06-30 18:25:03,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Pune,2011-04-02,35.5,13.2,24.8,32.9,13.2,24,8.9,45,22,301.8,1009.5,0.2,7,2011-04-02 06:28:26,2011-04-02 18:48:26,1,Clear,Clear conditions throughout the day.
Pune,2011-04-03,34.2,17,25.1,31.8,17,24.4,11.6,51.9,24.1,295.6,1009,5.2,6.6,2011-04-03 06:27:37,2011-04-03 18:48:40,1,Clear,Clear conditions throughout the day.
Pune,2011-04-04,35,15.1,25.2,32.4,15.1,24.3,8.5,46.2,21.2,284.7,1009,0.5,6.3,2011-04-04 06:26:48,2011-04-04 18:48:53,0,Clear,Clear conditions throughout the day.
Pune,2011-04-05,36.9,15.4,26.2,33.9,15.4,25.2,7.4,39.3,23.8,243.6,1008.7,6.8,6.3,2011-04-05 06:25:59,2011-04-05 18:49:07,0.02,Clear,Clear conditions throughout the day.
Pune,2011-04-06,38,17.6,27.2,35,17.6,26.1,10.3,45.6,26.6,206.2,1008.2,11.7,6.3,2011-04-06 06:25:11,2011-04-06 18:49:21,0.04,Clear,Clear conditions throughout the day.
Pune,2011-04-07,37.2,18.2,27.3,34.8,18.2,26.4,11,43.7,24.5,227.9,1008.9,46.8,6.3,2011-04-07 06:24:23,2011-04-07 18:49:35,0.07,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-08,37.5,19.3,28.1,35.6,19.3,27.3,13.5,48.6,19.4,238.5,1009.3,42.6,5.5,2011-04-08 06:23:36,2011-04-08 18:49:49,0.1,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-09,38,21.5,28.9,35.4,21.5,27.9,11.2,41.3,16.6,249.6,1009.5,36.4,7.8,2011-04-09 06:22:49,2011-04-09 18:50:03,0.14,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-10,37.6,20.7,28.8,36.2,20.7,28.3,14,44.3,13.3,155.6,1010,41,5.5,2011-04-10 06:22:02,2011-04-10 18:50:17,0.2,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-11,36.7,23,28.8,36,23,28.4,14.8,45.8,17.6,276.3,1009.7,51.2,6.3,2011-04-11 06:21:15,2011-04-11 18:50:32,0.25,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-12,37.8,22.2,29.5,36.7,22.2,29,14.2,42.5,18.7,209.5,1008.9,56.1,4.9,2011-04-12 06:20:29,2011-04-12 18:50:46,0.31,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-13,38.3,23,29.9,36.7,23,29.3,14.8,44.7,20.9,251.4,1008,37.8,5.5,2011-04-13 06:19:43,2011-04-13 18:51:01,0.36,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-14,38.3,20.6,28.8,36.3,20.6,28.1,13.6,45,28.4,297,1007,28.6,7,2011-04-14 06:18:58,2011-04-14 18:51:16,0.41,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-15,37.8,20.6,28.8,39.3,20.6,28.4,15,50.4,21.6,287.8,1006.4,27,7,2011-04-15 06:18:13,2011-04-15 18:51:31,0.45,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-16,38.5,21.9,29.5,37.3,21.9,29.5,17,53.3,20.9,291.7,1007.1,26.2,7,2011-04-16 06:17:29,2011-04-16 18:51:47,0.48,Partially cloudy,Becoming cloudy in the afternoon.
Pune,2011-04-17,39.2,21.8,30.2,37.7,21.8,29.6,15,45.4,22,287.4,1007.4,56.4,6.3,2011-04-17 06:16:45,2011-04-17 18:52:02,0.5,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-18,37.4,22.2,29.6,35.7,22.2,29,15.2,47.6,22.3,273.3,1006.9,35.5,7,2011-04-18 06:16:02,2011-04-18 18:52:18,0.5,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-19,38.5,21.3,29.3,36.3,21.3,28.5,13.2,43.9,26.3,275.1,1005.6,37.8,7,2011-04-19 06:15:19,2011-04-19 18:52:34,0.52,Partially cloudy,Becoming cloudy in the afternoon.
Pune,2011-04-20,38.4,20.6,28.7,36.1,20.6,28,14.1,48.5,24.8,285.1,1005.6,50.6,7,2011-04-20 06:14:37,2011-04-20 18:52:50,0.54,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-21,38.2,20.4,28.9,36.2,20.4,28.1,13.5,45.9,25.9,300.5,1005.5,49,7,2011-04-21 06:13:56,2011-04-21 18:53:07,0.58,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-22,38.1,20.4,28.6,35.9,20.4,27.9,13.5,47.9,24.5,298,1005.9,27.3,7,2011-04-22 06:13:15,2011-04-22 18:53:24,0.63,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-23,38.6,20.4,29,36.9,20.4,28.6,14.5,47.2,14,197.5,1005.2,44.6,6.6,2011-04-23 06:12:35,2011-04-23 18:53:41,0.67,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-24,37,23.2,28.7,35.5,23.2,28.3,15.2,47.4,18,190.5,1006.2,53.3,7,2011-04-24 06:11:55,2011-04-24 18:53:58,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Pune,2011-04-25,36.8,21.2,28.3,35.3,21.2,27.9,15.9,53.6,13.7,213.7,1005.7,29.6,7,2011-04-25 06:11:16,2011-04-25 18:54:15,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Pune,2011-04-26,38.4,20,29.1,36.1,20,28.4,14.2,48.5,15.8,219,1005.4,12.4,7,2011-04-26 06:10:38,2011-04-26 18:54:33,0.82,Clear,Clear conditions throughout the day.
Pune,2011-04-27,39.3,20.3,29.5,36.9,20.3,28.9,14.3,48.5,20.2,269.5,1003.9,22.6,7,2011-04-27 06:10:00,2011-04-27 18:54:51,0.87,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-28,39.4,20.7,29.1,38.2,20.7,28.7,15.9,55.7,22.7,269.8,1002.9,36.2,7.4,2011-04-28 06:09:24,2011-04-28 18:55:09,0.91,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-29,39.5,22.2,29.3,38.3,22.2,29.5,18.1,57.6,25.2,285.8,1004,33.3,7,2011-04-29 06:08:48,2011-04-29 18:55:28,0.94,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-04-30,39.9,21.6,30.2,38.3,21.6,30,16.3,50.3,20.2,222.1,1004.2,47.9,7,2011-04-30 06:08:12,2011-04-30 18:55:46,0.97,Partially cloudy,Becoming cloudy in the afternoon.
Pune,2011-05-01,39.7,23,30.4,38.6,23,30.6,17.4,52.1,24.5,275.2,1005.5,30.1,7,2011-05-01 06:07:38,2011-05-01 18:56:05,0.99,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-02,37.9,22.8,29.8,39.5,22.8,29.8,17.2,52.3,25.6,290.2,1006.1,52.5,7,2011-05-02 06:07:04,2011-05-02 18:56:25,1,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-03,37.5,21.3,28.6,35.8,21.3,28.1,15.2,50.1,25.9,291.5,1006.5,56.6,7,2011-05-03 06:06:31,2011-05-03 18:56:44,0,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-04,36.5,21.5,28,35.7,21.5,27.7,16.5,55.6,28.8,297.4,1008,39.7,7,2011-05-04 06:05:59,2011-05-04 18:57:04,0.01,Partially cloudy,Clearing in the afternoon.
Pune,2011-05-05,36.9,19.5,27.6,34.8,19.5,27,15.3,56,22.7,293.7,1007.9,28,7,2011-05-05 06:05:28,2011-05-05 18:57:24,0.02,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-06,36.6,21,27.8,35.2,21,27.5,16.4,56.2,25.6,284.9,1007.1,33.9,7,2011-05-06 06:04:58,2011-05-06 18:57:44,0.05,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-07,35.2,21.1,27,33.3,21.1,26.6,15.9,57,26.3,280.5,1007,17.9,7,2011-05-07 06:04:29,2011-05-07 18:58:05,0.08,Clear,Clear conditions throughout the day.
Pune,2011-05-08,37.4,20.7,28,35.7,20.7,27.7,16.7,58.1,25.2,281.7,1005.3,25.4,7,2011-05-08 06:04:00,2011-05-08 18:58:25,0.13,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-09,36.6,22.9,28.4,36,22.9,28.5,17.9,57.6,25.9,282.3,1005.5,42.4,7,2011-05-09 06:03:33,2011-05-09 18:58:46,0.18,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-10,35.8,22.2,28.2,34.8,22.2,28,16.8,55,24.8,286.7,1006.5,32.1,7,2011-05-10 06:03:06,2011-05-10 18:59:08,0.23,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-11,36.9,21.2,28.4,34.8,21.2,27.6,13.2,46.8,28.8,291,1006.3,11.6,7,2011-05-11 06:02:40,2011-05-11 18:59:29,0.28,Clear,Clear conditions throughout the day.
Pune,2011-05-12,37.1,20.3,27.9,37.6,20.3,27.7,16.1,55.9,25.9,292.2,1006.5,6.3,7,2011-05-12 06:02:15,2011-05-12 18:59:51,0.34,Clear,Clear conditions throughout the day.
Pune,2011-05-13,37.9,21.3,28.5,36.1,21.3,28.1,16.2,55,27.4,295,1006.8,8.9,6.6,2011-05-13 06:01:52,2011-05-13 19:00:12,0.39,Clear,Clear conditions throughout the day.
Pune,2011-05-14,38.7,21.8,29.1,37.8,21.8,29.2,17.6,57.4,25.6,305.2,1006,56.4,7,2011-05-14 06:01:29,2011-05-14 19:00:34,0.44,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-15,38.2,21.7,29.6,36.8,21.7,29.1,15.1,50.3,24.1,309.9,1006.9,59.8,7.4,2011-05-15 06:01:07,2011-05-15 19:00:56,0.47,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-16,36,22,29,35.4,22,28.3,14.4,47,16.9,290.9,1008.5,74.6,7,2011-05-16 06:00:46,2011-05-16 19:01:18,0.49,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-17,39.9,22.9,30.2,43.2,22.9,29.8,13.5,39.9,28.8,303.7,1006.6,47.6,7.4,2011-05-17 06:00:26,2011-05-17 19:01:41,0.5,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-18,36.4,21.4,28.4,34.4,21.4,28,15.8,51.6,22,303.4,1007.3,54.8,7,2011-05-18 06:00:07,2011-05-18 19:02:03,0.51,Partially cloudy,Partly cloudy throughout the day.
Pune,2011-05-19,37.3,23.3,29.2,36.1,23.3,29.1,16.7,51.5,28.8,267.4,1006.1,39.8,7,2011-05-19 05:59:49,2011-05-19 19:02:26,0.53,Partially cloudy,Partly cloudy throughout the day.
